id	document	label
619775	삼성의 전적은 뭔가요ㅋㅋㅋㅋ 확실한 것도 아닌데 기사 하나 덜렁 가져와서... 암만봐도 악의적으로 보이는데	
708119	공식발표도 없는데 대체 왜 확정처럼 기사를.....	
146535	엥 진짜 조롱했어요??!	
175724	아 제발 따라하지 마	
820429	야 너네까지 왜 그러냐...	
892815	신청하면 무료로 준다는 말같은데 그리고 언제 삼성이 그렇게 말했나요 확실한것도 아닌데 기사화를 시키는 기자들 정말,,,,,,	
357474	오 신청하면 주는 게 맞죠! 이어폰 나뒹구는 거 처치 곤란이었는데... 대신 선택 안 한 사람에게 할인이나 다른 혜택을 주면 딱일 듯 욕도 안 먹고~	
744049	그러니까 뺀다는게 확정된 것도 아닌데 확정된 것 마냥.. 제목 무엇..	
444939	그리고 삼성은 어댑터 빼도 뭐.. C타입이라 이미 집에 c타입 충전기만 5개는 됩니다.. ☆ 가격이 정말 이어폰이랑 충전기를 뺀게 납득갈만하면 인정이요	
351781	사전예약으로 다 주겠죠 뭥	
74400	충전기는좀...	
258993	난 유선이어폰에 동그란 구멍이 좋은데...	
471039	이보쇼....이어폰은....	
28705	c타입이라 충전기 빼고 가격 낮춰서 나오는 건 좋은데...	
567716	이어폰 신청하면 주는건 좋은거 같아요. 버즈산뒤로 유선 이어폰 사용 안하는데..!	
551440	가격만 빼준다면 환영입니다.  c타입 충전기.. 집에 몇개있어요ㅋㅋㅋ  새로 사도 기존 충전기 쓰는거라 뭐..    몇년써도 충전기  본체는 망가지지도 않더라구요. 연결선도 서비스센터 가서 사면 칠천원정도고	
238537	❤️	
492761	솔직히 이제 삼성-> 애플이나 애플-> 삼성 갈아타는 사람들 많이 안보여서 획기적인 정책같아요!!!	
658534	이어폰은 몰라도 충전기는 진짜 왜그르는건지 ㅜㅜ... 생각보다 잘 고장나는데...	
713135	진짜 샘송 너마저.....	
849932	그만큼 가격은 저렴해지는거 맞죠?ㅠㅠ	
518884	선택하먄 주는거 즇은듯	
529792	응????	
814256	whyrano,,,,,	
255120	삼성도 탄소배출 절감 지구를 위해 뺀다고 하겠네	
538020	선택이면 진짜 좋은거 같아요!	
693595	선택으로 해주세요...선택....	
381434	결국 엘지로 가야 하는 건가......... 아아...	
503766	선택으로 바뀐다고 제목에 적지 기자뉨^^,,	
165326	하..따라할거라 생각했지만 진짜 따라하니 빡ㅊㅋㅋㅋㅋㅋ	
403709	충전기는 ㄱㅊ은데 이어퐄 단자 다시 생겼나요???	
352881	아이폰 좀 안 따라했으면ㅠㅠ 아이폰 불편해서 삼성 쓰는데 아이폰이랑 같아지면 무슨 의미ㅠㅠ	
11105	22	
300567	삼성마저...	
